MixKey,ProductKey,DateKey,MarketKey,MarketClusterKey,SeasonalityKey,TotalRevenue,TotalProfit,TotalQuantity,CategoryCount,SKUCount,VariantCount,ConsistencyIndex,SeasonalityIndex
13730,49,2012-09-01,7,2,1,1000.43,287.35,1,4,92,5,.77,.25
13731,146,2013-06-01,2,5,1,436.90,38.15,2,4,117,5,.75,.36
13732,277,2013-10-01,5,5,3,508.78,179.72,16,4,104,1,.70,1.32
13733,9,2014-03-01,6,6,3,38511.83,6871.34,25,4,157,6,.70,1.84
13734,274,2012-06-01,2,5,3,423.91,149.10,21,4,106,3,.85,1.50
13735,110,2014-05-01,2,5,2,191.70,49.84,3,4,91,1,.71,.91
13736,88,2013-11-01,1,3,1,890.82,-32.06,2,4,121,10,.65,.32
13737,169,2012-10-01,4,1,1,3123.27,-351.26,4,4,96,11,.82,.55
13738,160,2013-01-01,7,2,1,648.90,-72.98,2,3,40,5,.84,.36
13739,181,2013-02-01,10,2,1,404.66,30.34,2,4,63,12,.81,.69
13740,36,2013-06-01,9,4,1,3401.98,1236.96,2,4,114,4,.80,.35
13741,152,2013-07-01,7,2,2,149.01,38.74,4,4,132,1,.61,.86
13742,235,2013-08-01,5,5,3,102.48,-29.03,19,4,84,1,.81,1.22
13743,114,2014-01-01,6,6,2,1700.95,442.24,7,4,138,1,.87,.81
13744,136,2012-05-01,3,5,1,627.76,70.31,3,4,78,3,.72,.32
13745,160,2013-03-01,3,5,2,1622.26,-182.45,5,4,87,5,.84,.83
13746,109,2013-05-01,2,5,1,255.60,66.45,4,4,130,1,.81,.71
13747,276,2013-10-01,9,4,3,1623.53,864.53,58,4,129,3,.90,1.35
13748,32,2013-12-01,4,1,3,1511.97,333.65,4,4,132,10,.74,1.19
13749,21,2014-03-01,5,5,3,1231.18,391.62,2,4,132,4,.67,1.37
13750,115,2013-06-01,6,6,1,219.57,57.08,4,4,163,1,.87,.33
13751,155,2014-05-01,7,2,2,186.27,48.43,5,4,122,1,.84,1.00
13752,158,2012-05-01,4,1,2,1622.26,-182.45,5,4,120,5,.76,.97
13753,236,2013-08-01,5,5,3,235.10,88.55,16,4,84,3,.84,2.30
13754,127,2013-08-01,4,1,2,5668.32,495.03,7,4,158,10,.72,.82
13755,46,2013-04-01,6,6,1,5235.75,-984.04,4,4,95,8,.78,.41
13756,99,2013-07-01,2,5,3,164.82,42.85,3,4,109,1,.66,1.13
13757,182,2012-07-01,5,5,3,2225.65,166.92,11,4,91,12,.83,2.11
13758,18,2013-04-01,1,3,1,647.99,49.55,1,4,78,4,.70,.08
13759,259,2013-11-01,4,1,2,199.57,95.34,31,4,138,2,.95,1.05
13760,99,2014-03-01,4,1,1,54.94,14.28,1,4,160,1,.66,.30
13761,125,2011-07-01,5,5,1,2456.10,335.66,3,4,46,10,.64,.67
13762,12,2012-07-01,10,2,1,12294.58,-225.22,10,4,93,6,.75,.75
13763,81,2013-08-01,10,2,1,2384.07,902.13,1,4,130,8,.72,.42
13764,39,2014-05-01,1,3,3,8099.85,1570.50,19,4,158,4,.74,1.63
13765,59,2011-12-01,2,5,1,7873.14,-89.22,9,4,25,5,.79,.63
13766,44,2013-03-01,3,5,3,7853.62,-1476.06,6,4,87,8,.80,1.18
13767,39,2013-06-01,8,2,1,1079.98,392.68,2,4,161,4,.74,.50
13768,244,2013-07-01,6,6,3,2388.22,-883.61,85,4,174,4,.79,2.00
13769,209,2014-01-01,6,6,3,4216.42,4.21,7,4,138,8,.74,1.20
13770,100,2014-01-01,6,6,1,133.62,34.74,5,4,138,1,.92,.64
13771,73,2011-08-01,3,5,1,2097.29,-336.23,5,4,42,12,.84,.77
13772,235,2013-12-01,8,2,2,294.87,17.98,40,4,124,1,.81,1.05
13773,267,2014-03-01,9,4,1,912.00,463.20,10,4,122,1,.77,.64
13774,47,2012-08-01,4,1,1,10035.18,-849.44,7,4,95,8,.80,.49
13775,267,2013-07-01,7,2,3,2472.00,676.80,40,4,132,1,.77,1.42
13776,127,2012-06-01,7,2,3,5153.01,-20.26,7,4,104,10,.72,1.26
13777,277,2014-02-01,10,2,1,274.95,172.11,5,3,82,1,.70,.39
13778,78,2014-03-01,9,4,3,13363.35,525.78,17,4,122,4,.82,1.96
13779,68,2012-01-01,10,2,1,699.09,212.39,1,1,10,12,.88,.29
13780,181,2012-06-01,3,5,3,3641.97,273.14,18,4,94,12,.81,2.62
13781,254,2012-11-01,4,1,1,575.90,179.96,16,4,80,4,.84,.53
13782,86,2013-07-01,6,6,3,4543.18,-2839.93,16,4,174,10,.85,1.11
13783,11,2013-08-01,5,5,3,11135.95,1010.99,8,4,84,6,.68,1.14
13784,163,2013-10-01,7,2,1,1717.80,-19.46,2,4,119,11,.77,.76
13785,230,2012-12-01,2,5,1,198.03,51.48,1,4,80,1,.85,.16
13786,274,2013-04-01,5,5,2,242.23,85.20,12,4,83,3,.85,.92
13787,271,2013-08-01,9,4,2,305.66,191.34,34,4,108,1,.70,.94
13788,248,2013-12-01,3,5,1,259.15,-73.42,8,4,96,4,.66,.43
13789,72,2012-07-01,6,6,3,4541.34,160.98,9,4,103,12,.99,1.71
13790,236,2013-05-01,4,1,3,344.14,124.32,24,4,171,3,.84,1.25
13791,249,2013-06-01,4,1,3,2178.32,-648.59,68,4,166,4,.69,1.52
13792,235,2014-05-01,9,4,3,478.26,49.08,62,4,135,1,.81,1.39
13793,285,2014-05-01,7,2,3,61.83,36.99,29,4,122,1,.70,1.15
13794,33,2013-05-01,1,3,1,8164.75,-495.32,8,4,156,4,.80,.70
13795,155,2013-07-01,3,5,2,260.77,67.80,7,4,142,1,.84,1.09
13796,204,2013-09-01,7,2,1,400.10,.40,2,4,157,10,.81,.25
13797,169,2014-03-01,3,5,1,858.90,-9.73,1,4,128,11,.82,.29
13798,30,2014-03-01,10,2,3,1403.97,520.23,3,4,159,10,.80,1.24
13799,84,2013-06-01,9,4,1,1703.69,-1064.97,6,4,114,10,.71,.67
13800,28,2013-08-01,4,1,1,863.98,274.82,2,4,158,10,.72,.67
13801,73,2011-12-01,6,6,1,3635.31,-258.34,8,4,48,12,.84,.72
13802,205,2014-01-01,10,2,3,800.20,.80,4,4,140,10,.62,1.19
13803,13,2014-05-01,4,1,3,71603.68,19020.47,42,4,157,6,.71,2.14
13804,47,2012-12-01,7,2,1,2181.56,626.61,1,4,74,8,.80,.34
13805,94,2014-01-01,7,2,1,5244.95,799.14,3,4,110,8,.82,.39
13806,7,2011-06-01,7,2,1,3374.99,1476.89,1,1,7,8,1.11,.80
13807,153,2013-09-01,8,2,3,485.94,126.34,10,4,137,1,.74,2.33
13808,270,2013-10-01,1,3,3,319.68,200.11,32,4,153,1,.58,1.18
13809,126,2012-01-01,1,3,1,2167.78,-73.81,3,4,44,10,.78,.56
13810,225,2012-07-01,4,1,3,1494.32,388.52,41,4,107,1,.82,3.35
13811,267,2013-06-01,5,5,2,1224.00,461.04,17,4,140,1,.77,.92
13812,267,2013-10-01,8,2,1,648.00,244.08,9,4,131,1,.77,.47
13813,295,2013-12-01,10,2,2,405.86,254.06,14,4,113,1,.49,1.03
13814,7,2011-09-01,8,2,1,3374.99,1476.89,1,1,10,8,1.11,.67
13815,68,2012-05-01,7,2,1,699.09,212.39,1,4,76,12,.88,.32
13816,67,2012-08-01,10,2,2,1879.17,-67.65,4,4,61,12,.93,.85
13817,90,2013-05-01,2,5,1,567.89,-354.99,2,4,130,10,.84,.38
13818,105,2012-10-01,7,2,2,196.80,36.60,3,4,50,1,.80,.97
13819,13,2013-01-01,6,6,2,23769.53,1233.87,18,4,72,6,.71,.93
13820,254,2013-02-01,5,5,3,503.91,157.47,14,4,75,4,.84,1.35
13821,67,2013-03-01,1,3,1,2348.97,-84.56,5,4,94,12,.93,.70
13822,177,2012-08-01,7,2,1,202.33,15.17,1,4,60,12,.82,.26
13823,48,2013-05-01,2,5,1,1466.01,-88.93,1,4,130,8,.82,.38
13824,48,2013-11-01,8,2,1,2443.35,888.40,1,4,105,8,.82,.44
13825,80,2014-01-01,3,5,2,4291.32,-154.48,3,4,100,8,.75,.91
13826,27,2014-04-01,6,6,1,564.99,256.77,1,3,73,10,.81,.24
13827,275,2013-10-01,8,2,2,797.77,457.52,26,4,131,3,.91,.94
13828,275,2014-06-01,10,2,1,69.98,43.80,2,2,36,3,.91,.12
13829,88,2013-10-01,5,5,3,2672.46,-96.20,6,4,104,10,.65,1.40
13830,235,2012-01-01,3,5,2,93.35,-31.24,18,4,48,1,.81,.99
13831,132,2012-01-01,6,6,1,4335.56,-147.63,6,4,51,10,.78,.73
13832,75,2012-08-01,9,4,1,782.99,296.28,1,1,26,12,.96,.64
13833,233,2012-11-01,7,2,1,269.97,84.36,5,4,50,3,.89,.45
13834,190,2013-09-01,6,6,3,2832.64,-32.10,14,4,149,12,.77,1.29
13835,154,2013-10-01,10,2,3,242.94,63.16,10,4,154,1,.75,2.08
13836,275,2014-03-01,9,4,3,1504.57,941.85,43,4,122,3,.91,1.11
13837,274,2012-08-01,3,5,3,302.79,106.50,15,4,66,3,.85,1.13
13838,192,2013-07-01,1,3,3,446.19,116.01,19,4,170,1,.80,1.64
13839,72,2012-03-01,3,5,2,2097.29,-336.23,5,4,51,12,.99,.84
13840,101,2013-04-01,10,2,3,417.72,60.32,13,4,81,1,.81,1.91
13841,85,2013-10-01,9,4,2,2227.05,-80.17,5,4,129,10,.75,.90
13842,12,2013-12-01,5,5,2,12392.94,1125.11,9,4,98,6,.75,.99
13843,20,2013-12-01,8,2,1,461.69,41.91,1,4,124,4,.78,.35
13844,244,2012-07-01,1,3,3,692.16,-231.64,24,4,95,4,.79,1.16
13845,239,2012-10-01,5,5,2,136.76,42.73,6,4,82,3,.84,1.01
13846,44,2013-07-01,6,6,1,5864.04,-355.75,4,4,174,8,.80,.63
13847,254,2012-12-01,10,2,1,71.98,22.49,2,4,64,4,.84,.41
13848,100,2013-01-01,1,3,1,48.58,9.03,2,4,70,1,.92,.17
13849,151,2013-08-01,1,3,1,121.47,31.58,5,4,141,1,.68,.48
13850,166,2013-09-01,7,2,1,713.79,-8.08,2,4,157,5,.86,.61
13851,288,2013-10-01,6,6,3,89.82,56.22,18,4,159,1,.46,1.42
13852,28,2013-11-01,5,5,3,1943.96,176.48,6,4,65,10,.72,2.47
13853,181,2011-08-01,4,1,1,1839.38,-32.18,10,4,55,12,.81,.77
13854,127,2012-12-01,2,5,3,5889.16,-23.16,8,4,80,10,.72,1.26
13855,237,2014-05-01,3,5,3,337.96,127.29,23,4,123,3,.76,1.97
13856,68,2013-02-01,6,6,3,9865.67,-355.16,21,4,91,12,.88,1.25
13857,259,2013-12-01,10,2,3,53.94,27.04,8,4,113,2,.95,1.19
13858,51,2013-12-01,5,5,3,3361.47,-203.92,5,4,98,5,.83,1.13
13859,136,2012-12-01,10,2,1,418.51,46.87,2,4,64,3,.72,.29
13860,251,2013-06-01,10,2,3,587.91,221.44,14,4,148,3,.84,2.02
13861,290,2014-03-01,8,2,3,299.90,187.73,10,4,151,1,.52,1.38
13862,29,2013-09-01,6,6,1,647.98,58.82,2,4,149,10,.75,.36
13863,198,2013-09-01,1,3,1,23.48,6.10,1,4,160,1,.59,.43
13864,69,2011-07-01,6,6,1,2516.75,-403.48,6,4,46,12,.84,.49
13865,250,2013-07-01,10,2,3,1685.88,534.12,44,4,174,3,.91,2.15
13866,264,2013-11-01,7,2,1,368.30,154.55,9,4,96,3,.75,.32
13867,287,2014-01-01,9,4,3,191.52,119.88,48,4,117,1,.45,1.22
13868,85,2014-01-01,10,2,2,1336.23,-48.10,3,4,140,10,.75,.87
13869,93,2014-02-01,1,3,1,4768.14,1804.26,2,3,79,8,.72,.58
13870,142,2014-05-01,9,4,1,158.43,13.83,1,4,135,10,.63,.75
13871,235,2011-10-01,2,5,2,82.98,-27.77,16,4,47,1,.81,.99
13872,66,2013-01-01,3,5,1,2818.76,-101.47,6,4,55,12,.86,.68
13873,105,2013-09-01,10,2,1,72.16,18.76,1,4,134,1,.80,.42
13874,199,2014-01-01,4,1,2,126.33,32.84,4,4,137,1,.73,.87
13875,69,2011-10-01,7,2,1,699.09,212.39,1,1,9,12,.84,.33
13876,68,2013-05-01,8,2,2,782.99,296.28,1,4,111,12,.88,.98
13877,250,2013-08-01,2,5,3,1375.30,354.42,39,4,114,3,.91,1.66
13878,103,2012-05-01,5,5,1,24.29,4.51,1,4,91,1,.88,.26
13879,143,2013-05-01,6,6,1,158.43,13.83,1,4,126,10,.61,.29
13880,24,2013-06-01,5,5,3,2033.96,184.65,6,4,140,10,.80,2.00
13881,78,2013-09-01,2,5,1,1457.82,-52.48,2,4,100,4,.82,.54
13882,247,2013-12-01,9,4,2,647.88,149.01,12,4,101,4,.82,1.05
13883,250,2014-04-01,4,1,1,909.87,569.57,13,3,89,3,.91,.55
13884,266,2014-05-01,4,1,3,381.00,238.50,6,4,157,3,.69,1.70
13885,276,2012-08-01,7,2,1,282.61,99.40,14,4,60,3,.90,.51
13886,71,2012-10-01,9,4,1,782.99,296.28,1,1,23,12,.79,.62
13887,263,2012-05-01,6,6,2,1731.51,463.24,41,4,112,3,.81,.91
13888,9,2012-05-01,1,3,2,21651.30,-1129.84,18,4,91,6,.70,.91
13889,6,2011-05-01,5,5,1,12149.96,761.39,6,4,28,8,1.09,.49
13890,268,2014-04-01,6,6,3,477.00,298.60,3,3,73,1,.57,1.13
13891,261,2013-03-01,3,5,1,224.97,70.30,5,4,87,3,.82,.31
13892,59,2012-02-01,5,5,1,4373.97,-49.57,5,4,45,5,.79,.69
13893,242,2014-02-01,1,3,2,249.95,57.48,5,3,79,4,.57,.83
13894,82,2014-05-01,8,2,2,12397.16,541.66,8,4,136,8,.80,.81
13895,238,2013-03-01,2,5,1,42.38,14.90,3,4,93,3,.76,.40
13896,166,2013-03-01,1,3,2,1297.81,-145.96,4,4,94,5,.86,1.06
13897,48,2013-08-01,3,5,1,4398.03,-266.81,3,4,59,8,.82,.66
13898,114,2013-06-01,10,2,1,485.98,126.35,2,4,148,1,.87,.40
13899,294,2014-01-01,4,1,2,456.40,285.70,14,4,137,1,.64,.95
13900,83,2014-04-01,8,2,1,742.35,280.90,1,4,93,10,.87,.24
13901,64,2012-01-01,1,3,2,2516.75,-403.48,6,4,44,12,.97,.88
13902,174,2013-01-01,4,1,2,1655.44,-186.18,9,4,79,12,.82,1.10
13903,71,2013-02-01,2,5,1,2348.97,-84.56,5,4,86,12,.79,.75
13904,49,2014-04-01,7,2,2,3361.47,1222.23,3,3,86,5,.77,.83
13905,244,2012-10-01,2,5,3,663.32,-221.99,23,4,60,4,.79,1.35
13906,110,2013-09-01,6,6,1,127.80,33.22,2,4,149,1,.71,.41
13907,147,2013-10-01,6,6,1,436.90,38.15,2,4,159,5,.81,.43
13908,237,2014-02-01,1,3,2,195.92,122.64,8,3,79,3,.76,.87
13909,57,2011-11-01,6,6,1,7156.54,2813.95,2,1,7,5,.83,.44
13910,244,2013-06-01,4,1,3,1629.67,-410.41,53,4,166,4,.79,1.31
13911,197,2013-07-01,8,2,3,65.08,16.92,4,4,146,1,.72,1.33
13912,264,2013-08-01,6,6,1,1017.32,399.84,26,4,136,3,.75,.47
13913,48,2014-05-01,7,2,1,2443.35,888.40,1,4,122,8,.82,.53
13914,133,2013-03-01,6,6,1,627.76,70.31,3,4,95,5,.74,.38
13915,32,2013-08-01,10,2,1,539.99,245.41,1,4,130,10,.74,.61
13916,56,2012-02-01,9,4,2,28626.16,11255.80,8,1,17,5,.89,.88
13917,33,2013-08-01,10,2,1,7824.55,246.98,7,4,130,4,.80,.70
13918,250,2013-11-01,3,5,1,167.97,63.27,4,4,51,3,.91,.18
13919,204,2014-03-01,6,6,1,400.10,.40,2,4,157,10,.81,.32
13920,123,2012-02-01,1,3,1,1445.18,-49.21,2,4,32,10,.79,.41
13921,163,2012-06-01,3,5,1,780.81,-87.81,1,4,94,11,.77,.28
13922,121,2013-03-01,7,2,3,490.99,127.65,8,4,90,1,.90,1.14
13923,276,2011-12-01,6,6,1,40.37,14.20,2,4,48,3,.90,.05
13924,275,2013-07-01,7,2,3,806.08,374.23,33,4,132,3,.91,1.36
13925,210,2013-10-01,5,5,1,200.05,.20,1,4,104,10,.85,.24
13926,97,2014-01-01,3,5,1,2186.73,-78.72,3,4,100,4,.76,.67
13927,275,2013-09-01,2,5,3,398.88,150.24,19,4,100,3,.91,1.83
13928,68,2011-07-01,4,1,1,5872.42,-941.46,14,4,48,12,.88,.53
13929,177,2012-05-01,6,6,2,2023.32,151.74,10,4,112,12,.82,.89
13930,52,2014-03-01,3,5,3,5378.35,-326.28,8,4,128,5,.87,1.64
13931,243,2013-10-01,9,4,3,409.91,-90.48,13,4,129,4,.78,1.34
13932,52,2014-01-01,7,2,1,1120.49,407.41,1,4,110,5,.87,.60
13933,51,2012-06-01,4,1,3,13605.95,-2081.80,22,4,107,5,.83,1.38
13934,50,2012-07-01,4,1,2,12005.25,-2256.34,20,4,107,5,.87,1.07
13935,12,2012-11-01,3,5,1,1229.45,-22.52,1,4,58,6,.75,.11
13936,11,2012-12-01,3,5,2,11185.66,-204.90,9,4,60,6,.68,.85
13937,16,2012-10-01,1,3,1,5183.95,396.46,8,4,88,4,.70,.67
13938,95,2013-06-01,1,3,1,3644.55,-131.20,5,4,171,4,.80,.55
13939,244,2013-09-01,9,4,2,589.88,-64.48,17,4,106,4,.79,.99
13940,82,2013-11-01,1,3,1,7152.21,-257.47,5,4,121,8,.80,.38
13941,185,2012-04-01,3,5,3,713.79,9.51,2,4,46,5,.70,1.33
13942,43,2012-06-01,5,5,3,16126.11,-580.54,11,4,105,8,.75,1.80
13943,42,2012-07-01,5,5,3,8796.06,-316.65,6,4,91,8,.86,1.40
13944,286,2013-12-01,8,2,3,104.79,65.59,21,4,124,1,.69,1.45
13945,69,2011-06-01,4,1,1,699.09,212.39,1,1,8,12,.84,.12
13946,275,2011-12-01,4,1,1,100.93,35.50,5,4,40,3,.91,.11
13947,71,2013-01-01,10,2,3,2035.77,575.65,3,3,59,12,.79,1.40
13948,94,2013-07-01,1,3,3,35761.05,-1287.39,25,4,170,8,.82,1.82
13949,235,2012-10-01,6,6,2,248.95,-83.31,48,4,93,1,.81,.94
13950,161,2013-05-01,5,5,1,713.79,-8.08,2,4,94,5,.82,.43
13951,66,2012-07-01,9,4,1,782.99,296.28,1,1,24,12,.86,.75
13952,48,2012-11-01,7,2,3,6544.68,1879.84,3,4,50,8,.82,1.42
13953,27,2013-12-01,5,5,1,677.98,61.55,2,4,98,10,.81,.44
13954,257,2011-07-01,1,3,1,131.10,52.98,23,4,42,2,.71,.69
13955,59,2012-03-01,1,3,2,5248.76,-59.48,6,4,54,5,.79,.89
13956,237,2012-11-01,3,5,1,113.03,39.75,8,4,58,3,.76,.66
13957,2,2011-07-01,9,4,1,3399.99,1487.83,1,1,18,8,1.18,.60
13958,181,2012-04-01,6,6,1,551.81,-9.65,3,4,54,12,.81,.26
13959,71,2012-05-01,3,5,3,9865.67,-355.16,21,4,78,12,.79,2.86
13960,245,2012-06-01,1,3,3,692.16,-231.64,24,4,101,4,.73,1.95
13961,188,2013-03-01,4,1,1,183.93,-20.68,1,4,99,12,.89,.34
13962,156,2013-06-01,3,5,3,340.15,88.44,7,4,144,1,.80,1.20
13963,193,2013-09-01,2,5,1,63.16,16.42,2,4,100,1,.85,.50
13964,40,2014-04-01,1,3,1,2699.95,981.70,5,3,83,4,.77,.62
13965,188,2012-07-01,2,5,3,1471.50,-165.49,8,4,70,12,.89,2.31
13966,41,2012-12-01,10,2,1,4398.03,-158.32,3,4,64,8,.82,.66
13967,12,2013-04-01,4,1,3,52047.09,3219.82,39,4,95,6,.75,1.50
13968,264,2013-05-01,1,3,1,304.80,114.80,8,4,156,3,.75,.32
13969,272,2013-06-01,7,2,3,271.25,95.82,59,4,170,1,.66,2.42
13970,289,2014-04-01,6,6,2,249.90,156.43,10,3,73,1,.54,.86
13971,33,2014-05-01,2,5,2,16329.50,-990.65,16,4,91,4,.80,1.05
13972,12,2012-08-01,2,5,3,18441.88,-337.83,15,4,85,6,.75,1.38
13973,109,2013-06-01,2,5,3,793.68,178.96,13,4,117,1,.81,2.20
13974,19,2013-10-01,1,3,2,4155.24,1216.79,7,4,153,4,.68,1.01
13975,141,2014-01-01,10,2,3,950.58,83.01,6,4,140,10,.78,1.16
13976,221,2013-04-01,10,2,1,67.53,17.56,1,4,81,1,.83,.30
13977,290,2013-08-01,4,1,3,749.75,469.34,25,4,158,1,.52,1.43
13978,13,2014-01-01,7,2,1,7343.96,2336.04,4,4,110,6,.71,.58
13979,51,2012-07-01,10,2,1,2000.87,574.71,2,4,93,5,.83,.56
13980,213,2013-05-01,8,2,1,602.34,.60,1,4,111,8,.84,.17
13981,156,2014-03-01,7,2,3,291.56,75.80,6,4,159,1,.80,1.29
13982,75,2012-09-01,1,3,3,5167.73,-186.03,11,4,93,12,.96,1.42
13983,238,2014-01-01,7,2,1,48.98,30.66,2,4,110,3,.76,.36
13984,66,2012-10-01,10,2,1,1722.57,262.45,3,4,78,12,.86,.77
13985,32,2013-07-01,10,2,3,1295.97,117.65,4,4,174,10,.74,1.46
13986,24,2013-08-01,7,2,1,338.99,30.77,1,4,107,10,.80,.35
13987,67,2011-12-01,9,4,1,699.09,212.39,1,1,17,12,.93,.55
13988,47,2013-12-01,8,2,2,4886.70,1776.80,2,4,124,8,.80,1.05
13989,248,2013-07-01,4,1,3,1691.64,-594.83,55,4,174,4,.66,1.48
13990,36,2014-01-01,4,1,2,31098.34,-1376.95,30,4,137,4,.80,1.01
13991,9,2014-02-01,9,4,2,16239.93,7380.59,7,3,92,6,.70,.95
13992,92,2013-05-01,4,1,3,21456.63,-772.43,15,4,171,8,.79,1.45
13993,237,2014-04-01,9,4,1,146.94,91.98,6,3,95,3,.76,.44
13994,68,2011-10-01,5,5,3,8389.17,-1344.95,20,4,60,12,.88,1.97
13995,62,2012-04-01,4,1,1,874.79,-9.91,1,4,53,5,.89,.17
13996,14,2013-03-01,8,2,1,6147.29,2391.35,3,1,22,6,.74,.68
13997,9,2013-05-01,2,5,2,12527.94,1137.37,9,4,130,6,.70,.93
13998,80,2013-07-01,9,4,1,6866.12,-6471.31,9,4,142,8,.75,.49
13999,217,2014-03-01,9,4,3,2409.38,2.40,4,4,122,8,.86,1.27
14000,20,2013-09-01,9,4,1,769.49,349.71,1,4,106,4,.78,.40
14001,39,2013-12-01,8,2,1,1619.97,589.02,3,4,124,4,.74,.75
14002,89,2014-03-01,4,1,3,2375.52,529.74,4,4,160,10,.71,1.64
14003,57,2012-02-01,3,5,1,4293.92,-48.66,2,4,38,5,.83,.41
14004,94,2013-10-01,2,5,3,8582.65,-308.97,6,4,89,8,.82,1.71
14005,243,2013-01-01,5,5,1,86.52,-28.95,3,4,66,4,.78,.30
14006,163,2014-03-01,4,1,1,3435.60,-38.93,4,4,160,11,.77,.57
14007,242,2014-03-01,6,6,2,349.93,80.48,7,4,157,4,.57,1.02
14008,46,2012-12-01,5,5,1,5235.75,-984.04,4,4,77,8,.78,.75
14009,213,2014-05-01,1,3,3,7830.49,7.82,13,4,158,8,.84,1.11
14010,49,2013-04-01,2,5,2,4201.83,-789.72,7,4,59,5,.77,.87
14011,251,2013-09-01,3,5,2,251.96,94.90,6,4,127,3,.84,.85
14012,251,2014-01-01,6,6,1,405.94,170.35,9,4,138,3,.84,.46
14013,55,2012-04-01,3,5,3,15028.73,-170.32,7,4,46,5,.80,1.48
14014,75,2012-10-01,7,2,2,3601.75,194.80,7,4,50,12,.96,1.10
14015,141,2013-10-01,9,4,3,792.15,69.18,5,4,129,10,.78,1.36
14016,193,2013-06-01,1,3,3,568.51,147.81,18,4,171,1,.85,1.88
14017,295,2013-11-01,4,1,2,318.89,199.62,11,4,138,1,.49,.87
14018,84,2013-12-01,9,4,1,1781.64,-64.13,4,4,101,10,.71,.70
14019,29,2013-05-01,1,3,1,647.98,58.82,2,4,156,10,.75,.30
14020,272,2013-09-01,8,2,3,194.31,81.32,38,4,137,1,.66,1.97
14021,29,2013-11-01,7,2,2,971.98,88.24,3,4,96,10,.75,.91
14022,24,2014-01-01,1,3,1,677.98,61.55,2,4,136,10,.80,.49
14023,193,2014-05-01,10,2,3,126.33,32.84,4,4,155,1,.85,1.25
14024,155,2013-09-01,10,2,1,111.76,29.05,3,4,134,1,.84,.79
14025,201,2013-12-01,1,3,1,600.15,.60,3,4,134,10,.73,.62
14026,135,2013-03-01,6,6,1,209.25,23.43,1,4,95,3,.83,.10
14027,89,2013-07-01,2,5,3,1703.69,-1064.97,6,4,109,10,.71,1.36
14028,137,2013-09-01,6,6,1,149.87,13.08,1,4,149,10,.76,.13
14029,21,2013-11-01,8,2,3,3077.96,1398.84,4,4,105,4,.67,1.83
14030,127,2011-10-01,6,6,2,5002.93,-170.35,7,4,57,10,.72,.86
14031,44,2012-09-01,8,2,1,2181.56,626.61,1,1,13,8,.80,.52
14032,295,2013-06-01,10,2,1,57.98,36.29,2,4,148,1,.49,.15
14033,292,2013-07-01,8,2,3,322.35,201.79,15,4,146,1,.50,1.27
14034,106,2013-09-01,3,5,3,97.18,25.26,3,4,127,1,.75,1.38
14035,74,2012-03-01,5,5,3,2516.75,-403.48,6,4,57,12,.89,1.39
14036,236,2013-11-01,10,2,3,240.00,120.93,13,4,117,3,.84,1.80
14037,17,2012-11-01,2,5,3,8423.92,644.26,13,4,58,4,.71,1.17
14038,166,2013-06-01,2,5,3,2141.38,-24.26,6,4,117,5,.86,1.34
14039,276,2013-08-01,8,2,3,1029.43,545.24,37,4,104,3,.90,1.24
14040,94,2013-05-01,8,2,1,5721.76,-205.98,4,4,111,8,.82,.40
14041,237,2013-08-01,7,2,3,323.26,140.08,20,4,107,3,.76,1.64
14042,28,2014-02-01,10,2,1,539.99,245.41,1,3,82,10,.72,.71
14043,52,2014-05-01,4,1,3,11877.19,4033.31,11,4,157,5,.87,1.39
14044,53,2014-02-01,8,2,3,2240.98,814.82,2,4,79,5,.78,1.12
14045,63,2011-07-01,5,5,3,6998.35,-79.31,8,4,46,5,.79,1.11
14046,240,2012-09-01,5,5,2,455.88,142.46,20,4,96,3,.68,.84
14047,131,2013-12-01,4,1,1,809.76,70.71,1,4,132,10,.70,.17
14048,110,2014-03-01,1,3,2,319.50,83.07,5,4,159,1,.71,.91
14049,150,2014-05-01,6,6,3,2376.45,207.54,15,4,161,10,.78,2.08
14050,263,2012-07-01,3,5,2,674.91,210.90,15,4,89,3,.81,.87
14051,227,2012-09-01,3,5,3,900.64,234.16,5,4,84,1,.79,1.58
14052,146,2013-05-01,2,5,3,2402.99,209.86,11,4,130,5,.75,1.96
14053,39,2013-11-01,2,5,1,647.98,-39.31,2,4,98,4,.74,.14
14054,71,2012-04-01,9,4,3,1398.19,424.78,2,1,17,12,.79,1.10
14055,267,2014-01-01,1,3,1,1032.00,628.08,9,4,136,1,.77,.59
14056,178,2011-10-01,6,6,1,1287.56,-22.53,7,4,57,12,.85,.79
14057,227,2012-06-01,6,6,1,540.38,140.50,3,4,106,1,.79,.62
14058,232,2012-06-01,3,5,2,485.94,151.85,9,4,94,3,.79,.89
14059,226,2012-10-01,3,5,2,627.07,163.03,5,4,82,1,.59,.94
14060,232,2012-10-01,6,6,1,485.94,151.85,9,4,93,3,.79,.50
14061,152,2013-05-01,6,6,3,298.03,77.48,8,4,126,1,.61,1.10
14062,97,2013-09-01,4,1,1,728.91,-26.24,1,4,152,4,.76,.08
14063,263,2013-03-01,5,5,3,809.89,253.09,18,4,94,3,.81,1.11
14064,272,2014-03-01,3,5,3,95.40,35.93,20,4,128,1,.66,1.29
14065,96,2013-10-01,4,1,3,4616.43,840.67,5,4,156,4,.70,1.11
